location,fday,source,temp_max_diff,temp_min_diff,temp_mean_diff,rain_diff
České Budějovice,1.0,weathercom,1.535714285714286,2.607142857142857,,
České Budějovice,1.0,yrno,1.7333333333333338,2.4533333333333336,1.2863888888888895,0.7600000000000001
České Budějovice,2.0,weathercom,2.0923076923076924,3.1307692307692316,,
České Budějovice,2.0,yrno,2.107142857142857,2.3714285714285714,1.3026785714285716,0.1642857142857141
České Budějovice,3.0,weathercom,2.2416666666666667,2.9916666666666667,,
České Budějovice,3.0,yrno,2.176923076923077,2.946153846153846,1.2115384615384615,1.0461538461538462
České Budějovice,4.0,weathercom,2.0363636363636357,2.909090909090909,,
České Budějovice,4.0,yrno,3.158333333333333,2.9749999999999996,1.2145833333333338,1.675
České Budějovice,5.0,weathercom,1.9,2.96,,
České Budějovice,5.0,yrno,2.1818181818181817,2.8272727272727276,1.481818181818182,1.7363636363636366
České Budějovice,6.0,weathercom,2.311111111111112,3.377777777777778,,
České Budějovice,6.0,yrno,2.5300000000000002,3.4900000000000007,2.22,1.7
České Budějovice,7.0,weathercom,2.1875,3.1125000000000003,,
České Budějovice,7.0,yrno,2.8111111111111113,3.4000000000000004,1.9194444444444438,1.8999999999999997
České Budějovice,8.0,weathercom,2.642857142857143,2.9142857142857146,,
České Budějovice,8.0,yrno,4.0,2.7875,1.90625,1.7125
České Budějovice,9.0,weathercom,2.3833333333333333,2.3000000000000003,,
České Budějovice,9.0,yrno,3.6999999999999997,3.1999999999999997,1.6285714285714283,6.799999999999999
Čáslav,0.0,weathercom,,2.12,,
Čáslav,1.0,weathercom,0.8285714285714286,1.9285714285714284,,
Čáslav,1.0,yrno,1.6600000000000001,2.0200000000000005,1.1247222222222224,0.8357142857142855
Čáslav,2.0,weathercom,0.9538461538461539,2.0153846153846153,,
Čáslav,2.0,yrno,1.7785714285714285,2.092857142857142,1.098511904761905,0.9384615384615385
Čáslav,3.0,weathercom,0.9249999999999999,1.8249999999999995,,
Čáslav,3.0,yrno,2.153846153846154,2.030769230769231,1.0326923076923078,1.6499999999999997
Čáslav,4.0,weathercom,0.9272727272727274,1.6636363636363638,,
Čáslav,4.0,yrno,2.7416666666666667,1.4416666666666664,1.3520833333333335,3.027272727272727
Čáslav,5.0,weathercom,1.2999999999999998,1.72,,
Čáslav,5.0,yrno,2.5181818181818176,1.781818181818182,1.4659090909090908,2.2499999999999996
Čáslav,6.0,weathercom,1.6444444444444446,1.8333333333333333,,
Čáslav,6.0,yrno,2.4099999999999997,1.8299999999999996,1.4499999999999997,1.2222222222222223
Čáslav,7.0,weathercom,1.3250000000000002,1.375,,
Čáslav,7.0,yrno,2.6888888888888887,2.0444444444444443,1.4833333333333336,1.4375000000000002
Čáslav,8.0,weathercom,1.4285714285714288,1.6428571428571428,,
Čáslav,8.0,yrno,2.725,1.5875,1.7656249999999998,1.328571428571428
Čáslav,9.0,weathercom,2.3666666666666667,2.1666666666666665,,
Čáslav,9.0,yrno,2.914285714285714,2.414285714285714,2.085714285714286,6.0
Šerák,0.0,weathercom,,3.526666666666667,,
Šerák,1.0,weathercom,3.3357142857142863,3.6071428571428577,,
Šerák,1.0,yrno,1.9133333333333329,1.1199999999999999,1.306944444444444,1.6000000000000003
Šerák,2.0,weathercom,3.3307692307692305,3.338461538461539,,
Šerák,2.0,yrno,1.928571428571429,1.1,1.2752976190476188,1.8714285714285712
Šerák,3.0,weathercom,3.2750000000000004,3.0333333333333337,,
Šerák,3.0,yrno,2.0538461538461537,1.2999999999999998,1.5673076923076923,1.4
Šerák,4.0,weathercom,3.1,3.1454545454545455,,
Šerák,4.0,yrno,2.641666666666666,1.7166666666666666,1.7854166666666667,4.249999999999999
Šerák,5.0,weathercom,3.13,3.1499999999999995,,
Šerák,5.0,yrno,2.827272727272727,1.6636363636363634,1.8204545454545453,1.9818181818181815
Šerák,6.0,weathercom,3.0777777777777775,3.5222222222222226,,
Šerák,6.0,yrno,2.17,1.44,1.4949999999999999,2.68
Šerák,7.0,weathercom,3.5625,3.45,,
Šerák,7.0,yrno,2.2222222222222223,1.3333333333333333,1.1055555555555554,2.6666666666666665
Šerák,8.0,weathercom,3.914285714285714,3.9857142857142853,,
Šerák,8.0,yrno,1.7624999999999997,1.5125,1.09375,5.125
Šerák,9.0,weathercom,4.633333333333333,3.3000000000000003,,
Šerák,9.0,yrno,3.028571428571428,2.2857142857142856,1.8214285714285712,5.585714285714286
